"record_nbr","pay_year","fms_dept","fms_department_title","job_class_pgrade","job_title","employment_type","job_status","mou","mou_title","regular_pay","overtime_pay","all_other_pay","total_pay","city_retirement_contributions","benefit_pay","gender","ethnicity"
"303034373933","2018","78","PUBLIC WORKS - ENGINEERING","7203-3","STUDENT ENGINEER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","7287.030000000001","0","0","7287.030000000001","0","0","FEMALE","CAUCASIAN"
"3030343831","2018","4","AIRPORTS","3336-1","AIRPORTS MAINTENANCE SUPERVISOR I","FULL_TIME","NOT_ACTIVE","12","SUPERVISORY BLUE COLLAR","0","0","596.11","596.11","0","0","MALE","CAUCASIAN"
"3030343833","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","119627","18810.55","3353.86","141791.41","56045.2495","7537.11","MALE","CAUCASIAN"
"3030343834","2018","86","PUBLIC WORKS - STREET SERVICES","3584-0","HEAVY DUTY TRUCK OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","72922.19","21675.17","543.25","95140.61","21628.721554","19731.84","MALE","BLACK"
"303034383733","2018","88","RECREATION AND PARKS","2499-B","RECREATION INSTRUCTOR","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","15859.72","0","0","15859.72","0","0","MALE","CAUCASIAN"
"303034383933","2018","30","CULTURAL AFFAIRS","1113-0","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER II","PART_TIME","ACTIVE","03","CLERICAL","4118.58","0","100","4218.58","0","0","FEMALE","ASIAN"
"3030343934","2018","38","FIRE","2121-0","APPARATUS OPERATOR","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","117303","35104.58","2286","154693.58","54956.4555","16686.26","MALE","CAUCASIAN"
"3030343936","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","114418.55","77773.48","2500.13","194692.16","53605.090675","9360.97","MALE","HISPANIC"
"303034393733","2018","82","PUBLIC WORKS - SANITATION","3771-0","MECHANICAL HELPER","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","20777.7","1588.04","2387.26","24753","6162.66582","8221.6","MALE","CAUCASIAN"
"303034393733","2018","82","PUBLIC WORKS - SANITATION","5614-0","WASTEWATER TREATMENT MECHANIC","FULL_TIME","ACTIVE","09","PLANT EQUIPMENT OPERATION AND REPAIR","54522","2916.93","365.05","57803.98","16171.2252","11020.91","MALE","CAUCASIAN"
"303034393833","2018","88","RECREATION AND PARKS","2435-0","RECREATION AIDE","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","4229.63","0","0","4229.63","0","0","FEMALE","OTHER"
"303035303034","2018","82","PUBLIC WORKS - SANITATION","4110-1","WASTEWATER COLLECTION WORKER I","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","6718.14","0","367","7085.14","1992.600324","1399.58","MALE","BLACK"
"3030353031","2018","88","RECREATION AND PARKS","3796-0","WELDER","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","0","0","909.42","909.42","0","0","MALE","CAUCASIAN"
"3030353033","2018","39","OFFICE OF FINANCE","1223-0","ACCOUNTING CLERK","FULL_TIME","ACTIVE","03","CLERICAL","69435.2","0","136.25","69571.45","20594.48032","15328.32","MALE","BLACK"
"3030353034","2018","70","POLICE","3185-0","MUNICIPAL POLICE SERGEANT","FULL_TIME","ACTIVE","12","SUPERVISORY BLUE COLLAR","13203.53","0","380.18","13583.71","3916.220386","2825.86","MALE","BLACK"
"3030353036","2018","40","GENERAL SERVICES","1859-2","PROCUREMENT ANALYST II","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","0","0","63.33","63.33","0","0","FEMALE","HISPANIC"
"303035303733","2018","42","HARBOR","3774-0","AIR CONDITIONING MECHANIC","FULL_TIME","ACTIVE","02","BUILDING TRADES","93630.29","4274.95","6790.75","104695.99","27770.744014","313.68","MALE","ASIAN"
"3030353038","2018","4","AIRPORTS","3112-0","MAINTENANCE LABORER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","55593.12","4500.74","200","60293.86","16488.919392","19731.84","FEMALE","HISPANIC"
"303035303832","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","39032.62","550.24","0","39582.86","18286.78247","5720","MALE","FILIPINO"
"303035303832","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","73203.2","680.72","1525","75408.92","34295.6992","12166","MALE","FILIPINO"
"303035303933","2018","88","RECREATION AND PARKS","2401-0","MUSEUM GUIDE","PART_TIME","NOT_ACTIVE","03","CLERICAL","689.85","0","37.92","727.77","0","0","FEMALE","CAUCASIAN"
"303035313133","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","95943.67","6534.24","1743.4","104221.31","44949.609395","15131.76","FEMALE","HISPANIC"
"303035313133","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","4174.4","0","0","4174.4","1955.7064","679.98","FEMALE","HISPANIC"
"303035313233","2018","4","AIRPORTS","3181-0","SECURITY OFFICER","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","48299.88","2848.27","2417.73","53565.88","14325.744408","19731.84","FEMALE","HISPANIC"
"303035313533","2018","40","GENERAL SERVICES","0858-Z","CITY CRAFT ASSISTANT - HIRING HALL","PART_TIME","ACTIVE","35","CRAFT WORKERS/ HIRING HALL","34082.85","0","10435.76","44518.61","0","0","MALE","ASIAN"
"3030353135","2018","70","POLICE","2223-1","POLICE DETECTIVE I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","119020.68","393.41","1717","121131.09","55761.18858","17888","MALE","ASIAN"
"303035313733","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","80606.76","4933.94","1946.3","87487","37764.26706","12306.73","MALE","ASIAN"
"303035323133","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","106834.94","23035.58","1525","131395.52","50052.16939","7537.11","MALE","HISPANIC"
"3030353231","2018","70","POLICE","2223-2","POLICE DETECTIVE II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","130655.47","6006.33","1525","138186.8","61212.087695","17886","MALE","CAUCASIAN"
"3030353232","2018","12","CITY ATTORNEY","0598-0","ASSISTANT CITY ATTORNEY","FULL_TIME","ACTIVE","29","DEPUTY CITY ATTORNEYS","233212.8","0","0","233212.8","69170.91648","11226.96","FEMALE","CAUCASIAN"
"303035323233","2018","4","AIRPORTS","3112-0","MAINTENANCE LABORER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","2321.33","1394.48","0","3715.81","688.506478","808.25","MALE","HISPANIC"
"303035323233","2018","4","AIRPORTS","3584-0","HEAVY DUTY TRUCK OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","67702.42","40409.51","2432.73","110544.66","20080.537772","18589.75","MALE","HISPANIC"
"3030353233","2018","12","CITY ATTORNEY","0573-F","DEPUTY CITY ATTORNEY IV","PER_EVENT","NOT_ACTIVE","29","DEPUTY CITY ATTORNEYS","0","0","1571.68","1571.68","0","0","FEMALE","BLACK"
"303035323433","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","72267.2","22122.5","1110.02","95499.72","21434.45152","19398","MALE","HISPANIC"
"303035323733","2018","42","HARBOR","3149-H","CUSTODIAL SERVICES ASSISTANT","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","13667.72","290.26","200","14157.98","4053.845752","2324.21","MALE","HISPANIC"
"303035323733","2018","42","HARBOR","3156-H","CUSTODIAN - HARBOR","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","31488.38","2805.48","449.83","34743.69","9339.453508","5644.51","MALE","HISPANIC"
"3030353334","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","140879.2","29925.82","1525","172330.02","66001.9052","17888","MALE","CAUCASIAN"
"3030353335","2018","82","PUBLIC WORKS - SANITATION","4110-2","WASTEWATER COLLECTION WORKER II","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","62.45","62.45","0","0","MALE","HISPANIC"
"303035333633","2018","82","PUBLIC WORKS - SANITATION","3112-6","MAINTENANCE LABORER","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","0","0","0","0","MALE","HISPANIC"
"3030353337","2018","70","POLICE","2223-1","POLICE DETECTIVE I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","103764.8","42301.23","1525","147591.03","48613.8088","15288.1","FEMALE","CAUCASIAN"
"3030353337","2018","70","POLICE","2223-2","POLICE DETECTIVE II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","14503.2","4429.53","0","18932.73","6794.7492","2313","FEMALE","CAUCASIAN"
"303035343033","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","67160.87","14823.25","1194.24","83178.36","19919.914042","14858.64","FEMALE","BLACK"
"3030353431","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","349.09","349.09","0","0","MALE","BLACK"
"3030353435","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","125363","44864.08","3620.16","173847.24","58732.5655","12417","MALE","CAUCASIAN"
"303035343733","2018","4","AIRPORTS","0845-1","AIRPORT GUIDE I","PART_TIME","NOT_ACTIVE","03","CLERICAL","35199.8","2226.56","880","38306.36","0","7611.36","MALE","CAUCASIAN"
"3030353437","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","113700.19","6225.44","2725","122650.63","53268.539015","973","FEMALE","HISPANIC"
"303035343833","2018","82","PUBLIC WORKS - SANITATION","3112-0","MAINTENANCE LABORER","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","9585.35","663.6","0","10248.95","0","0","MALE","HISPANIC"
"303035343932","2018","4","AIRPORTS","3225-2","AIRPORT POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","30","LOS ANGELES AIRPORT PEACE OFFICERS","22245.6","4832.42","0","27078.02","6598.04496","3713.2","FEMALE","BLACK"
"303035343932","2018","4","AIRPORTS","3225-3","AIRPORT POLICE OFFICER III","FULL_TIME","ACTIVE","30","LOS ANGELES AIRPORT PEACE OFFICERS","78736","18293.87","1789.1","98818.97","23353.0976","14110.16","FEMALE","BLACK"
"3030353531","2018","12","CITY ATTORNEY","0558-0","SENIOR LEGAL ASSISTANT","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","488.86","488.86","0","0","FEMALE","BLACK"
"303035353133","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","108566.8","60446.69","1525","170538.49","50863.5458","16097.18","MALE","HISPANIC"
"3030353532","2018","8","BUILDING AND SAFETY","0122-0","EXAMINER OF ELEVATOR CONSTRUCTORS","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","400","0","0","400","0","0","MALE","CAUCASIAN"
"3030353532","2018","8","BUILDING AND SAFETY","4264-0","SENIOR SAFETY ENGINEER ELEVATORS","FULL_TIME","ACTIVE","05","INSPECTORS","122685.94","1767.77","5863.71","130317.42","36388.649804","15180.24","MALE","CAUCASIAN"
"303035353233","2018","70","POLICE","2223-1","POLICE DETECTIVE I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","114488.8","45498.92","1603.4","161591.12","53638.0028","17097.35","MALE","HISPANIC"
"303035353733","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","95893.4","66843.2","3063.69","165800.29","44926.0579","16686.26","MALE","CAUCASIAN"
"303035353832","2018","74","PUBLIC WORKS - BOARD OF PUBLIC WORKS","1513-0","ACCOUNTANT","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","60140.8","770.28","462.54","61373.62","17837.76128","5742.75","FEMALE","FILIPINO"
"303035353832","2018","94","TRANSPORTATION","1513-0","ACCOUNTANT","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","17606.4","0","0","17606.4","5222.05824","1511.25","FEMALE","FILIPINO"
"303035353933","2018","70","POLICE","3211-0","DETENTION OFFICER","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","34070.5","498.95","1066.96","35636.41","10105.3103","7664.16","FEMALE","HISPANIC"
"3030353632","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","17944.8","0","0","17944.8","0","7654.08","MALE","CAUCASIAN"
"3030353633","2018","38","FIRE","2152-0","FIRE BATTALION CHIEF","PART_TIME","NOT_ACTIVE","22","FIRE CHIEF OFFICERS","68082.1","0","0","68082.1","0","60","MALE","CAUCASIAN"
"303035373133","2018","70","POLICE","2207-2","POLICE SERVICE REPRESENTATIVE II","FULL_TIME","ACTIVE","03","CLERICAL","94315.62","9734.85","800.5","104850.97","27974.012892","19731.84","FEMALE","HISPANIC"
"3030353732","2018","4","AIRPORTS","3525-0","EQUIPMENT OPERATOR","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","224.22","224.22","0","0","MALE","HISPANIC"
"3030353735","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","109461.1","28539.8","1525","139525.9","51282.52535","16095.18","MALE","HISPANIC"
"303035373733","2018","26","CONTROLLER","1625-2","INTERNAL AUDITOR II","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","13808","0","1125","14933","4095.4528","111.5","FEMALE","FILIPINO"
"303035373733","2018","39","OFFICE OF FINANCE","1609-1","TREASURY ACCOUNTANT I","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","42624.8","0","3250","45874.8","12642.51568","407.18","FEMALE","FILIPINO"
"303035373733","2018","88","RECREATION AND PARKS","1513-0","ACCOUNTANT","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","6355.2","0","550","6905.2","1884.95232","53.96","FEMALE","FILIPINO"
"303035373832","2018","94","TRANSPORTATION","1113-0","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER II","PART_TIME","NOT_ACTIVE","03","CLERICAL","9341.76","0","0","9341.76","0","0","FEMALE","BLACK"
"303035373833","2018","88","RECREATION AND PARKS","0178-2","GANG REDUCTION YOUTH DEVELOPMENT WORKER II","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","3709.1","0","0","3709.1","0","0","MALE","OTHER"
"303035373933","2018","88","RECREATION AND PARKS","0178-1","GANG REDUCTION YOUTH DEVELOPMENT WORKER I","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","2102.41","0","0","2102.41","0","0","FEMALE","OTHER"
"3030353831","2018","12","CITY ATTORNEY","0596-0","DEPUTY CITY ATTORNEY III","FULL_TIME","ACTIVE","29","DEPUTY CITY ATTORNEYS","189932.8","0","1419.49","191352.29","56334.06848","313.68","FEMALE","CAUCASIAN"
"3030353834","2018","4","AIRPORTS","3184-0","SENIOR SECURITY OFFICER","FULL_TIME","ACTIVE","12","SUPERVISORY BLUE COLLAR","66606.36","45602.83","1509.83","113719.02","19755.446376","7654.08","MALE","HISPANIC"
"303035383633","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","6990","0","352.16","7342.16","0","3193.88","MALE","BLACK"
"303035383832","2018","88","RECREATION AND PARKS","2469-0","RECREATION COORDINATOR","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","68768","0","2265.93","71033.93","20396.5888","8302.56","MALE","HISPANIC"
"303035383933","2018","88","RECREATION AND PARKS","2435-0","RECREATION AIDE","PART_TIME","ACTIVE","00","NON-REPRESENTED","1656.26","0","0","1656.26","0","0","MALE","OTHER"
"303035393133","2018","40","GENERAL SERVICES","1859-2","PROCUREMENT ANALYST II","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","0","0","40.9","40.9","0","0","FEMALE","ASIAN"
"3030353933","2018","70","POLICE","2200-3","FORENSIC PRINT SPECIALIST III","FULL_TIME","NOT_ACTIVE","21","TECHNICAL","115830.64","2388.87","2517.27","120736.78","34355.367824","7254","MALE","HISPANIC"
"3030353934","2018","28","COUNCIL","0184-0","COUNCIL AIDE V","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","0","0","10.77","10.77","0","0","MALE","HISPANIC"
"3030353935","2018","86","PUBLIC WORKS - STREET SERVICES","7246-3","CIVIL ENGINEERING ASSOCIATE III","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","119872","0","2819.94","122691.94","35554.0352","264.72","MALE","FILIPINO"
"3030353936","2018","4","AIRPORTS","9184-0","MANAGEMENT ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","78081.6","0","85.58","78167.18","23159.00256","6680.08","FEMALE","CAUCASIAN"
"303035393633","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","77067.32","13448.54","1525","92040.86","36106.03942","12306.73","MALE","HISPANIC"
"3030353936","2018","42","HARBOR","1190-1","WHARFINGER I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","9168.44","0","0","9168.44","2719.359304","665.66","FEMALE","CAUCASIAN"
"303035393733","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","8286.4","0","0","8286.4","0","0","FEMALE","OTHER"
"303035393833","2018","88","RECREATION AND PARKS","2435-0","RECREATION AIDE","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","7250.27","0","0","7250.27","0","0","MALE","HISPANIC"
"303035393833","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","2368.75","0","0","2368.75","0","0","MALE","HISPANIC"
"303035393933","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","5018.04","0","0","5018.04","0","0","FEMALE","HISPANIC"
"3030353939","2018","66","PERSONNEL","1731-0","PERSONNEL ANALYST","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","36400","0","200","36600","10796.24","5151.78","FEMALE","OTHER"
"3030353939","2018","66","PERSONNEL","9167-1","SENIOR PERSONNEL ANALYST I","FULL_TIME","ACTIVE","00","NON-REPRESENTED","64857.73","0","474.9","65332.63","19236.802718","8586.3","FEMALE","OTHER"
"303036303031","2018","88","RECREATION AND PARKS","1101-X","OFFICE TRAINEE ADMIN CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","18220.8","0","50","18270.8","5404.28928","3984.78","FEMALE","HISPANIC"
"303036303031","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","PART_TIME","NOT_ACTIVE","03","CLERICAL","5136.4","0","0","5136.4","0","1618.25","FEMALE","HISPANIC"
"303036303031","2018","88","RECREATION AND PARKS","1360-0","OFFICE SERVICES ASSISTANT","FULL_TIME","NOT_ACTIVE","03","CLERICAL","9811.2","0","160","9971.2","2910.00192","2329.81","FEMALE","HISPANIC"
"3030363033","2018","78","PUBLIC WORKS - ENGINEERING","7246-3","CIVIL ENGINEERING ASSOCIATE III","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","93539.85","0","1178.9","94718.75","27743.91951","6937.52","MALE","CAUCASIAN"
"3030363034","2018","86","PUBLIC WORKS - STREET SERVICES","3117-2","TREE SURGEON SUPERVISOR II","FULL_TIME","NOT_ACTIVE","12","SUPERVISORY BLUE COLLAR","0","0","436.72","436.72","0","0","MALE","BLACK"
"3030363036","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","122813.39","95831.53","1686","220330.92","57538.073215","17942","MALE","HISPANIC"
"3030363132","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","122602.89","31065.21","5599.46","159267.56","16634.500095","17942","MALE","ASIAN"
"3030363133","2018","38","FIRE","1368-0","SENIOR ADMINISTRATIVE CLERK","PER_EVENT","NOT_ACTIVE","03","CLERICAL","0","0","33.81","33.81","0","0","FEMALE","ASIAN"
"303036313733","2018","68","CITY PLANNING","7944-0","CITY PLANNER","FULL_TIME","ACTIVE","19","SUPERVISORY TECHNICAL","86516","331.02","825","87672.02","25660.6456","7254","MALE","CAUCASIAN"
"303036323031","2018","78","PUBLIC WORKS - ENGINEERING","7228-0","FIELD ENGINEERING AIDE","FULL_TIME","NOT_ACTIVE","21","TECHNICAL","61827.2","3598.18","326.98","65752.36","18337.94752","7484.64","FEMALE","CAUCASIAN"
"303036323031","2018","78","PUBLIC WORKS - ENGINEERING","7283-0","LAND SURVEYING ASSISTANT","FULL_TIME","ACTIVE","21","TECHNICAL","29638.4","1296.68","0","30935.08","8790.74944","3742.32","FEMALE","CAUCASIAN"
"303036323133","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","25670.01","0","0","25670.01","0","7654.08","FEMALE","HISPANIC"
"3030363233","2018","94","TRANSPORTATION","1467-2","SENIOR COMMUNICATIONS OPERATOR II","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","40580.96","8038.01","5456.02","54074.99","12036.312736","8394.23","MALE","BLACK"
"303036323933","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","16723.08","0","100","16823.08","0","0","MALE","HISPANIC"
"3030363239","2018","82","PUBLIC WORKS - SANITATION","4110-2","WASTEWATER COLLECTION WORKER II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","77009.41","3198.21","1294.22","81501.84","22840.991006","15192.48","MALE","BLACK"
"3030363334","2018","8","BUILDING AND SAFETY","4251-0","BUILDING MECHANICAL INSPECTOR","PER_EVENT","NOT_ACTIVE","05","INSPECTORS","0","0","185.78","185.78","0","0","MALE","HISPANIC"
